"","foodCns_7day_Cereals_Bartering","foodCns_7day_Cereals_Begging","foodCns_7day_Cereals_BorrowFromFamilyFriends","foodCns_7day_Cereals_Farming","foodCns_7day_Cereals_FishHuntGather","foodCns_7day_Cereals_Gifts","foodCns_7day_Cereals_Purchased","foodCns_7day_Cereals_SocialSafetyNets","foodCns_7day_Tubers_Bartering","foodCns_7day_Tubers_Begging","foodCns_7day_Tubers_BorrowFromFamilyFriends","foodCns_7day_Tubers_Farming","foodCns_7day_Tubers_FishHuntGather","foodCns_7day_Tubers_Gifts","foodCns_7day_Tubers_Purchased","foodCns_7day_Tubers_SocialSafetyNets","foodCns_7day_Pulses_Bartering","foodCns_7day_Pulses_Begging","foodCns_7day_Pulses_BorrowFromFamilyFriends","foodCns_7day_Pulses_Farming","foodCns_7day_Pulses_FishHuntGather","foodCns_7day_Pulses_Gifts","foodCns_7day_Pulses_Purchased","foodCns_7day_Pulses_SocialSafetyNets","foodCns_Veg_Bartering","foodCns_Veg_Begging","foodCns_Veg_BorrowFromFamilyFriends","foodCns_Veg_Farming","foodCns_Veg_FishHuntGather","foodCns_Veg_Gifts","foodCns_Veg_Purchased","foodCns_Veg_SocialSafetyNets","foodCns_7day_Fruits_Bartering","foodCns_7day_Fruits_Begging","foodCns_7day_Fruits_BorrowFromFamilyFriends","foodCns_7day_Fruits_Farming","foodCns_7day_Fruits_FishHuntGather","foodCns_7day_Fruits_Gifts","foodCns_7day_Fruits_Purchased","foodCns_7day_Fruits_SocialSafetyNets","foodCns_7day_Meat_Bartering","foodCns_7day_Meat_Begging","foodCns_7day_Meat_BorrowFromFamilyFriends","foodCns_7day_Meat_Farming","foodCns_7day_Meat_FishHuntGather","foodCns_7day_Meat_Gifts","foodCns_7day_Meat_Purchased","foodCns_7day_Meat_SocialSafetyNets","foodCns_7day_Fish_Begging","foodCns_7day_Fish_BorrowFromFamilyFriends","foodCns_7day_Fish_Farming","foodCns_7day_Fish_FishHuntGather","foodCns_7day_Fish_Gifts","foodCns_7day_Fish_Purchased","foodCns_7day_Fish_SocialSafetyNets","foodCns_7day_Eggs_Bartering","foodCns_7day_Eggs_Begging","foodCns_7day_Eggs_BorrowFromFamilyFriends","foodCns_7day_Eggs_Farming","foodCns_7day_Eggs_FishHuntGather","foodCns_7day_Eggs_Gifts","foodCns_7day_Eggs_Purchased","foodCns_7day_Eggs_SocialSafetyNets","foodCns_7day_Dairy_Bartering","foodCns_7day_Dairy_Begging","foodCns_7day_Dairy_BorrowFromFamilyFriends","foodCns_7day_Dairy_Farming","foodCns_7day_Dairy_FishHuntGather","foodCns_7day_Dairy_Gifts","foodCns_7day_Dairy_Purchased","foodCns_7day_Fats_Bartering","foodCns_7day_Fats_Begging","foodCns_7day_Fats_BorrowFromFamilyFriends","foodCns_7day_Fats_Farming","foodCns_7day_Fats_FishHuntGather","foodCns_7day_Fats_Gifts","foodCns_7day_Fats_Purchased","foodCns_7day_Fats_SocialSafetyNets","foodCns_7day_Sugar_Bartering","foodCns_7day_Sugar_Begging","foodCns_7day_Sugar_BorrowFromFamilyFriends","foodCns_7day_Sugar_Farming","foodCns_7day_Sugar_FishHuntGather","foodCns_7day_Sugar_Gifts","foodCns_7day_Sugar_Purchased","foodCns_7day_Sugar_SocialSafetyNets","foodCns_7day_Condiments_Bartering","foodCns_7day_Condiments_Begging","foodCns_7day_Condiments_BorrowFromFamilyFriends","foodCns_7day_Condiments_Farming","foodCns_7day_Condiments_FishHuntGather","foodCns_7day_Condiments_Gifts","foodCns_7day_Condiments_Purchased","foodCns_7day_Condiments_SocialSafetyNets"
"3095",,,,,,,7,,,,,,,,3,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,5,,,,,,,,,,,,,,,,7,
"3096",,,,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,4,,,,,,,,,,,,,,,,6,
"3097",,,,,,,7,,,,,,,,1,,,,,,,,4,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,6,,,,,,,,,,,,,,,,6,
"3098",,,,,,,3,,,,,,,,,,,,,,,,7,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"3099",,,,,,,7,,,,,,,,1,,,,,,,,7,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,,,,,,,7,,,,,,,,5,
"3100",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,
"3101",,,,,,,7,,,,,,,,4,,,,,,,,3,,,,,,,,6,,,,,,,,2,,,,,,,,4,,,,,,,3,,,,,,,,5,,,,,,,,7,,,,,,,7,,,,,,,,7,,,,,,,,3,
"3102",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,
"3103",,,,,,,3,,,,,,,,,,,,,,,,7,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3104",,,,,,,7,,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,5,,,,,,,,4,,,,,,,,1,
"3105",,,,,,,7,,,,,,,,3,,,,,,,,7,,,,,,,,7,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,7,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3106",,,,,,5,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"3107",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
"3108",,,,,,,7,,,,,,,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,2,
"3109",,,,,,,5,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,1,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3110",,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"3111",,,,,,,7,,,,,,,,3,,,,,,,,7,,,,,,,,3,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3112",,,,,,,7,,,,,,,,7,,,,,,,,7,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,7,,,,,,,7,,,,,,,,7,,,,,,,,,
"3113",,,,,,,7,,,,,,,,7,,,,,,,,3,,,,,,,,5,,,,,,,,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,
"3114",,,,,,,7,,,,,,,,3,,,,,,,,7,,,,,,,,7,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3115",,,,,,,7,,,,,,,,2,,,,,,,,4,,,,,,,,2,,,,,,,,1,,,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,1,
"3116",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,,,4,,,,,,,,1,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3117",,,,,,,7,,,,,,,,5,,,,,,,,7,,,,,,,,7,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3118",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"3119",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,1,
"3120",,,,,,,7,,,,,,,,1,,,,,,,,7,,,,,,,,7,,,,,,,,5,,,,,,,,2,,,,,,,2,,,,,,,,7,,,,,,,,4,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3121",,,,,,,6,,,,,,,,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"3122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,5,,,,,,,,7,,,,,,,,1,
"3123",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,4,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3124",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3125",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,3,,,,,,,,7,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3126",,,,,,,4,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3127",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3128",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3129",,,,,,,7,,,,,,,,1,,,,,,,,7,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"3130",,,,,,,7,,,,,,,,3,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,
"3131",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,
"3132",,,,,,,7,,,,,,,,2,,,,,,,,7,,,,,,,,7,,,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,7,,,,,,,,7,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3133",,,,,,,7,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,
"3134",,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,
"3135",,,5,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"3136",,,,,,,7,,,,,,,,,,,,,,,,6,,,,,,,,7,,,,,,,,4,,,,,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,
"3137",,,,,,,7,,,,,,,,,,,,,,,,4,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
"3138",,,,,,,7,,,,,,,,1,,,,,,,,6,,,,,,,,3,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,6,,,,,,,,,
"3139",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,7,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,
"3140",,,,,,,3,,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,,,,3,,,,,,,,1,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3141",,,,,,,4,,,,,,,,1,,,,,,,,4,,,,,,,,5,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,
"3142",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,4,
"3143",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,7,
"3144",,,,,,,7,,,,,,,,,,,,,,,,6,,,,,,,,5,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,1,,,,,,,,,
"3145",,,,,,,7,,,,,,,,2,,,,,,,,7,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"3146",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,4,,,,,,,,,,,,,,,,7,
"3147",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,
"3148",,,,,,,3,,,,,,,,1,,,,,,,,7,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"3149",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,3,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3150",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,,,4,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3151",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,,,,,,,,,
"3152",,,,,,,7,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,4,,,,,,,,7,
"3153",,,,,,,7,,,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"3154",,,,,,,7,,,,,,,,,,,,,,,,6,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,2,,,,,,,,,
"3155",,,,,,,,5,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3156",,,,,,,4,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"3157",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3158",,,,,,,7,,,,,,,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,2,,,,,,,,,
"3159",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,6,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,3,,,,,,,,7,,,,,,,,4,
"3160",,,,,,,7,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3161",,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,
"3162",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"3163",,,,,,,7,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,4,,,,,,,,5,,,,,,,,7,
"3164",,,,,,,,7,,,,,,,,,,,,,,,,5,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,7,,,,,,,,,7
"3165",,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3166",,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,2,,,,,,,,,
"3167",,,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,5,,,,,,,,,,,,,,,,,
"3168",,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3169",,,,,,,,7,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"3170",,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,1,,,,,,,,,,,,,,,,,,,,
"3171",,,,,,,4,,,,,,,,,,,,,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,2,,,,,,,,,
"3172",,,,,,,2,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,,
"3173",,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3174",,,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,7,,,,,,,,,,,,,,,,,
"3175",,,,,,,4,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,7,,,,,,,,,,,,,,,,,,,,
"3176",,,,,,,3,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3177",,,,,,,3,,2,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3178",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,7,
"3179",,,,,,,5,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,7,
"3180",,,,,,,6,,,,,,,,,,,,,,,,2,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,7,,,,,,,,,,,,,,,,7,
"3181",,,5,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,7,
"3182",,,,,,,6,,,,,,,,,,,,,,,,2,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,6,,,,,,,,,,,,,,,,7,
"3183",,,,7,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,6,,,,,,,,,,,,,,,,7,
"3184",,,,,,,5,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,7,
"3185",,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,6,,,,,,,,,,,,,,,,7,
"3186",,,,7,,,,,,,,,,,,,,,,,,,4,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,6,,,,,,,,,,,,,,,,7,
"3187",,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,7,
"3188",,,,,,,6,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,7,
"3189",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,4,,,,,,,,,,,,,,,,,
"3190",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,5,,,,,,,,,,,,,,,,,
"3191",,,,,,,7,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,5,,,,,,,,,,,,,,,,,
"3192",,,,,,,7,,,,,,,,1,,,,,,,,3,,,,,,,,1,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,7,,,,,,,,2,,,,,,,,,
"3193",,,,,,,7,,,,,,,,1,,,,,,,,3,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
"3194",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,,,,,,,,,,,,,,7,
"3195",,,,,,,,7,,,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
"3196",,,,,,,,7,,,,,,,,,,,,,,,,6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
"3197",,,,,,,7,,,,,,,,1,,,,,,,,7,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
"3198",,,,7,,,,,,,,,,,1,,,,,,,,,6,,,,,1,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,6,,,,,,,1,,,,,,,,,
"3199",,,,7,,,,,,,,,,,,,,,,,,,,7,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
"3200",,,,7,,,,,,,,,,,,,,,,,,,,5,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3201",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,4,,,,,,,,1,,,,,,,,,
"3202",,,,,,,7,,,,,,,,2,,,,,,,,5,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,3,,,,,,,,,
"3203",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,1,,,,,,,,,
"3204",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,,,,,,,,,,
"3205",,,,7,,,,,,,,,,,,,,,,,,,4,,,,,,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,7,,,,,,,,,,,,,,,7,
"3206",,,,,,,7,,,,,,,,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,,,,,,,,,,
"3207",,,,,,,,7,,,,,,,2,,,,,,,,3,,,,,,,,5,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,,,,,,,,,,,,,7,
"3208",,,,,,,7,,,,,,,,,,,,,,,,4,,,,,,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,7,,,,,,,,,,,,,,,,,
"3209",,,,,,,7,,,,,,,,1,,,,,,,,2,,,,,,,,5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,7,,,,,,,,,,,,,,,,7,
"3210",,,,7,,,,,,,,,,,1,,,,,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,,,,
